Fecha,Hora,SO2,NO,NO2,PM10,"PM2,5",O3,Año
2004-01-20 00:00:00,11,1.5,4.6,5.6,,,,2004
2004-01-20 00:00:00,12,2.3,4.5,5.7,,,,2004
2004-01-20 00:00:00,13,3.7,5.0,7.0,,,,2004
2004-01-20 00:00:00,14,2.8,4.7,7.0,,,,2004
2004-01-20 00:00:00,15,4.0,4.4,5.7,,,,2004
2004-01-20 00:00:00,16,1.5,4.3,8.1,,,,2004
2004-01-20 00:00:00,17,1.2,4.4,10.4,,,,2004
2004-01-20 00:00:00,18,1.0,5.1,7.3,,,,2004
2004-01-20 00:00:00,19,0.4,4.7,9.2,,,,2004
2004-01-20 00:00:00,20,1.9,5.1,8.7,,,,2004
2004-01-20 00:00:00,21,1.3,4.5,6.9,,,,2004
2004-01-20 00:00:00,22,1.0,4.3,6.4,,,,2004
2004-01-20 00:00:00,23,0.3,4.6,7.0,,,,2004
2004-01-20 00:00:00,24,0.3,4.8,6.3,,,,2004
2004-01-21 00:00:00,1,1.0,4.4,6.9,,,,2004
2004-01-21 00:00:00,2,1.2,4.7,5.7,,,,2004
2004-01-21 00:00:00,3,2.9,4.6,5.6,,,,2004
2004-01-21 00:00:00,4,2.3,4.3,5.9,,,,2004
2004-01-21 00:00:00,5,2.4,4.1,5.3,,,,2004
2004-01-21 00:00:00,6,2.2,4.3,5.3,,,,2004
2004-01-21 00:00:00,7,2.3,4.4,5.3,,,,2004
2004-01-21 00:00:00,8,0.9,4.6,5.8,,,,2004
2004-01-21 00:00:00,10,1.0,5.6,12.4,,,,2004
2004-01-21 00:00:00,11,0.5,4.6,6.6,,,,2004
2004-01-21 00:00:00,12,1.4,5.1,7.4,,,,2004
2004-01-21 00:00:00,13,0.9,4.6,5.9,,,,2004
2004-01-21 00:00:00,14,1.8,4.8,6.6,,,,2004
2004-01-21 00:00:00,15,0.8,4.8,8.4,,,,2004
2004-01-21 00:00:00,16,1.8,4.7,7.7,,,,2004
2004-01-21 00:00:00,17,2.0,4.6,7.5,,,,2004
2004-01-21 00:00:00,18,2.5,4.9,13.8,,,,2004
2004-01-21 00:00:00,19,0.2,4.5,11.1,,,,2004
2004-01-21 00:00:00,20,2.9,4.4,9.9,,,,2004
2004-01-21 00:00:00,21,2.2,4.5,6.6,,,,2004
2004-01-21 00:00:00,22,0.8,4.7,6.5,,,,2004
2004-01-21 00:00:00,23,1.4,4.4,6.7,,,,2004
2004-01-21 00:00:00,24,0.9,4.3,7.0,,,,2004
2004-01-22 00:00:00,1,0.8,4.5,6.3,,,,2004
2004-01-22 00:00:00,2,1.7,4.4,5.9,,,,2004
2004-01-22 00:00:00,3,2.9,4.7,5.8,,,,2004
2004-01-22 00:00:00,4,2.5,4.4,6.0,,,,2004
2004-01-22 00:00:00,5,3.0,4.0,6.8,,,,2004
2004-01-22 00:00:00,6,3.5,4.3,6.4,,,,2004
2004-01-22 00:00:00,7,2.3,3.9,6.3,,,,2004
2004-01-22 00:00:00,8,1.1,4.8,4.0,,,,2004
2004-01-22 00:00:00,9,0.6,4.7,10.7,,,,2004
2004-01-22 00:00:00,10,0.3,5.1,13.6,,,,2004
2004-01-22 00:00:00,11,1.4,4.9,13.8,,,,2004
2004-01-22 00:00:00,12,3.3,7.4,4.3,,,,2004
2004-01-22 00:00:00,13,3.5,4.4,9.7,,,,2004
2004-01-22 00:00:00,14,1.9,4.1,10.1,,,,2004
2004-01-22 00:00:00,15,1.5,4.6,8.2,,,,2004
2004-01-22 00:00:00,16,2.2,4.5,7.8,,,,2004
2004-01-22 00:00:00,17,0.6,4.6,6.4,,,,2004
2004-01-22 00:00:00,18,0.5,4.1,6.0,,,,2004
2004-01-22 00:00:00,19,0.3,4.2,5.0,,,,2004
2004-01-22 00:00:00,20,1.6,4.3,5.6,,,,2004
2004-01-22 00:00:00,21,2.5,4.3,6.6,,,,2004
2004-01-22 00:00:00,22,2.0,4.3,6.3,,,,2004
2004-01-22 00:00:00,23,1.9,4.2,11.1,,,,2004
2004-01-22 00:00:00,24,0.2,4.2,9.6,,,,2004
2004-01-23 00:00:00,1,1.5,4.3,7.1,,,,2004
2004-01-23 00:00:00,2,3.4,4.3,5.9,,,,2004
2004-01-23 00:00:00,3,4.0,4.4,5.8,,,,2004
2004-01-23 00:00:00,4,3.1,4.2,5.5,,,,2004
2004-01-23 00:00:00,5,3.8,4.3,5.4,,,,2004
2004-01-23 00:00:00,6,3.3,4.3,5.4,,,,2004
2004-01-23 00:00:00,7,2.8,4.4,5.8,,,,2004
2004-01-23 00:00:00,8,1.9,4.7,8.9,,,,2004
2004-01-23 00:00:00,9,0.9,4.3,12.4,,,,2004
2004-01-23 00:00:00,10,1.0,4.6,7.9,,,,2004
2004-01-23 00:00:00,18,6.8,4.3,6.4,,,,2004
2004-01-23 00:00:00,19,6.8,4.2,5.9,,,,2004
2004-01-23 00:00:00,20,7.9,4.2,6.5,,,,2004
2004-01-23 00:00:00,21,8.1,4.4,6.0,,,,2004
2004-01-23 00:00:00,22,8.0,4.4,6.5,,,,2004
2004-01-23 00:00:00,23,7.3,4.3,5.9,,,,2004
2004-01-23 00:00:00,24,7.0,4.4,6.3,,,,2004
2004-01-24 00:00:00,1,6.0,4.5,5.7,,,,2004
2004-01-24 00:00:00,2,4.2,4.2,5.9,,,,2004
2004-01-24 00:00:00,3,4.0,4.4,5.5,,,,2004
2004-01-24 00:00:00,4,3.9,4.7,4.5,,,,2004
2004-01-24 00:00:00,5,3.4,4.3,5.5,,,,2004
2004-01-24 00:00:00,6,3.2,4.4,4.2,,,,2004
2004-01-24 00:00:00,7,3.7,4.5,4.6,,,,2004
2004-01-24 00:00:00,8,4.2,4.4,4.8,,,,2004
2004-01-24 00:00:00,9,4.2,4.5,6.1,,,,2004
2004-01-24 00:00:00,10,5.2,4.5,5.7,,,,2004
2004-01-24 00:00:00,11,6.6,4.5,6.2,,,,2004
2004-01-24 00:00:00,12,7.3,4.8,6.3,,,,2004
2004-01-24 00:00:00,13,7.4,4.6,6.9,,,,2004
2004-01-24 00:00:00,14,7.5,4.3,7.3,,,,2004
2004-01-24 00:00:00,15,7.6,4.4,7.3,,,,2004
2004-01-24 00:00:00,16,7.1,4.3,5.8,,,,2004
2004-01-24 00:00:00,17,7.3,4.4,5.8,,,,2004
2004-01-24 00:00:00,18,8.2,4.2,6.4,,,,2004
2004-01-24 00:00:00,19,8.6,4.1,7.3,,,,2004
2004-01-24 00:00:00,20,8.6,4.0,8.1,,,,2004
2004-01-24 00:00:00,21,8.2,4.1,6.2,,,,2004
2004-01-24 00:00:00,22,8.3,4.1,7.3,,,,2004
2004-01-24 00:00:00,23,8.5,4.1,8.1,,,,2004
2004-01-24 00:00:00,24,7.3,4.2,6.4,,,,2004
2004-01-25 00:00:00,1,5.6,4.4,6.3,,,,2004
2004-01-25 00:00:00,2,4.8,4.3,5.8,,,,2004
2004-01-25 00:00:00,3,4.1,4.2,5.3,,,,2004
2004-01-25 00:00:00,4,3.7,4.4,4.8,,,,2004
2004-01-25 00:00:00,5,3.5,4.6,4.6,,,,2004
2004-01-25 00:00:00,6,2.6,4.4,4.8,,,,2004
2004-01-25 00:00:00,7,3.0,4.7,4.3,,,,2004
2004-01-25 00:00:00,8,3.5,4.5,4.5,,,,2004
2004-01-25 00:00:00,9,3.9,4.5,5.4,,,,2004
2004-01-25 00:00:00,10,4.2,4.4,5.6,,,,2004
2004-01-25 00:00:00,11,4.9,4.1,6.8,,,,2004
2004-01-25 00:00:00,12,5.8,4.3,7.2,,,,2004
2004-01-25 00:00:00,14,7.5,4.5,6.3,,,,2004
2004-01-25 00:00:00,15,7.7,4.2,6.1,,,,2004
2004-01-25 00:00:00,16,7.3,4.3,6.7,,,,2004
2004-01-25 00:00:00,17,6.6,4.7,7.6,,,,2004
2004-01-25 00:00:00,18,7.1,4.1,7.8,,,,2004
2004-01-25 00:00:00,19,6.7,4.0,6.2,,,,2004
2004-01-25 00:00:00,20,7.1,4.1,5.8,,,,2004
2004-01-25 00:00:00,21,7.6,4.3,5.9,,,,2004
2004-01-25 00:00:00,22,7.7,4.2,5.8,,,,2004
2004-01-25 00:00:00,23,6.2,4.4,5.3,,,,2004
2004-01-25 00:00:00,24,5.8,4.4,5.3,,,,2004
2004-01-26 00:00:00,1,5.7,4.5,5.2,,,,2004
2004-01-26 00:00:00,2,4.1,4.3,5.7,,,,2004
2004-01-26 00:00:00,3,3.8,4.6,5.1,,,,2004
2004-01-26 00:00:00,4,3.2,4.5,4.6,,,,2004
2004-01-26 00:00:00,5,3.6,4.6,5.2,,,,2004
2004-01-26 00:00:00,6,3.5,4.3,5.0,,,,2004
2004-01-26 00:00:00,7,3.3,4.5,4.5,,,,2004
2004-01-26 00:00:00,8,4.3,3.5,6.3,,,,2004
2004-01-26 00:00:00,9,4.9,4.2,5.0,,,,2004
2004-01-26 00:00:00,10,5.1,4.5,4.6,,,,2004
2004-01-26 00:00:00,11,5.8,4.5,3.8,,,,2004
2004-01-26 00:00:00,12,7.7,4.9,10.4,,,,2004
2004-01-27 00:00:00,1,5.5,4.2,7.8,,,,2004
2004-01-27 00:00:00,2,4.9,4.1,6.2,,,,2004
2004-01-27 00:00:00,3,3.9,4.6,5.2,,,,2004
2004-01-27 00:00:00,4,3.2,4.3,5.0,,,,2004
2004-01-27 00:00:00,5,2.7,4.5,4.8,,,,2004
2004-01-27 00:00:00,6,2.7,4.3,5.1,,,,2004
2004-01-27 00:00:00,7,3.8,4.4,4.8,,,,2004
2004-01-27 00:00:00,8,4.3,4.3,4.8,,,,2004
2004-01-27 00:00:00,9,5.0,4.4,5.4,,,,2004
2004-01-27 00:00:00,10,5.4,4.4,5.3,,,,2004
2004-01-27 00:00:00,11,7.4,4.3,5.6,,,,2004
2004-01-27 00:00:00,12,8.6,5.2,8.9,,,,2004
2004-01-27 00:00:00,13,8.6,5.0,7.6,,,,2004
2004-01-27 00:00:00,14,10.5,5.1,7.6,,,,2004
2004-01-27 00:00:00,15,8.8,5.0,8.0,,,,2004
2004-01-27 00:00:00,16,7.3,4.5,6.1,,,,2004
2004-01-27 00:00:00,17,7.5,4.2,5.9,,,,2004
2004-01-27 00:00:00,18,6.8,4.4,5.9,,,,2004
2004-01-27 00:00:00,19,7.9,4.1,6.5,,,,2004
2004-01-27 00:00:00,20,8.5,4.3,7.3,,,,2004
2004-01-27 00:00:00,21,8.6,4.3,10.6,,,,2004
2004-01-27 00:00:00,22,8.8,4.2,6.8,,,,2004
2004-01-27 00:00:00,23,7.6,4.1,6.9,,,,2004
2004-01-27 00:00:00,24,6.2,4.1,6.2,,,,2004
2004-01-28 00:00:00,1,4.6,4.1,6.0,,,,2004
2004-01-28 00:00:00,2,4.2,4.4,5.8,,,,2004
2004-01-28 00:00:00,3,3.5,4.3,6.2,,,,2004
2004-01-28 00:00:00,4,2.9,4.3,7.6,,,,2004
2004-01-28 00:00:00,5,2.6,4.4,5.9,,,,2004
2004-01-28 00:00:00,6,3.3,4.2,5.8,,,,2004
2004-01-28 00:00:00,7,3.8,4.3,6.1,,,,2004
2004-01-28 00:00:00,8,3.9,4.3,7.1,,,,2004
2004-01-28 00:00:00,9,5.4,5.1,8.9,,,,2004
2004-01-28 00:00:00,10,6.7,5.3,12.8,,,,2004
2004-01-28 00:00:00,11,8.2,6.5,11.4,,,,2004
2004-01-28 00:00:00,12,9.0,5.7,11.1,,,,2004
2004-01-28 00:00:00,13,8.6,5.2,8.7,,,,2004
2004-01-28 00:00:00,14,6.6,5.0,8.5,,,,2004
2004-01-28 00:00:00,15,7.3,4.6,8.0,,,,2004
2004-01-28 00:00:00,16,7.8,4.5,7.3,,,,2004
2004-01-28 00:00:00,17,6.9,4.4,8.0,,,,2004
2004-01-28 00:00:00,18,8.0,4.7,10.8,,,,2004
2004-01-28 00:00:00,19,7.3,4.7,11.9,,,,2004
2004-01-28 00:00:00,20,8.3,4.3,7.8,,,,2004
2004-01-28 00:00:00,21,9.4,4.3,9.9,,,,2004
2004-01-28 00:00:00,22,8.4,4.3,7.6,,,,2004
2004-01-28 00:00:00,23,6.8,4.4,5.8,,,,2004
2004-01-28 00:00:00,24,5.9,4.1,6.1,,,,2004
2004-01-29 00:00:00,1,4.6,3.9,5.4,,,,2004
2004-01-29 00:00:00,2,4.4,4.1,5.7,,,,2004
2004-01-29 00:00:00,3,2.9,4.2,5.3,,,,2004
2004-01-29 00:00:00,4,3.7,4.2,4.7,,,,2004
2004-01-29 00:00:00,5,2.8,4.6,4.4,,,,2004
2004-01-29 00:00:00,6,3.2,4.2,4.7,,,,2004
2004-01-29 00:00:00,7,3.8,4.5,5.2,,,,2004
2004-01-29 00:00:00,8,5.3,4.5,9.9,,,,2004
2004-01-29 00:00:00,9,6.6,4.7,7.7,,,,2004
2004-01-29 00:00:00,10,6.6,4.5,6.7,,,,2004
2004-01-29 00:00:00,11,7.6,4.9,6.3,,,,2004
2004-01-29 00:00:00,12,8.4,5.1,8.0,,,,2004
2004-01-29 00:00:00,13,9.4,4.3,6.8,,,,2004
2004-01-29 00:00:00,14,10.7,4.1,6.6,,,,2004
2004-01-29 00:00:00,15,7.8,4.3,6.1,,,,2004
2004-01-29 00:00:00,16,7.3,4.4,5.1,,,,2004
2004-01-29 00:00:00,17,6.3,4.1,5.9,,,,2004
2004-01-29 00:00:00,18,6.6,4.2,6.2,,,,2004
2004-01-29 00:00:00,19,7.0,4.2,6.8,,,,2004
2004-01-29 00:00:00,20,7.6,4.3,5.3,,,,2004
2004-01-29 00:00:00,21,9.2,3.5,9.9,,,,2004
2004-01-29 00:00:00,22,9.6,4.2,10.1,,,,2004
2004-01-29 00:00:00,23,8.1,4.0,9.8,,,,2004
2004-01-29 00:00:00,24,6.4,4.2,8.4,,,,2004
2004-01-30 00:00:00,1,5.7,4.5,6.1,,,,2004
2004-01-30 00:00:00,2,4.3,4.6,5.3,,,,2004
2004-01-30 00:00:00,3,3.4,4.3,6.0,,,,2004
2004-01-30 00:00:00,4,2.7,4.3,5.6,,,,2004
2004-01-30 00:00:00,5,2.4,4.3,5.1,,,,2004
2004-01-30 00:00:00,6,3.0,4.6,4.7,,,,2004
2004-01-30 00:00:00,7,3.1,4.2,5.7,,,,2004
2004-01-30 00:00:00,8,4.5,4.4,5.9,,,,2004
2004-01-30 00:00:00,9,4.8,4.5,9.0,,,,2004
2004-01-30 00:00:00,10,5.4,4.5,7.1,,,,2004
2004-01-30 00:00:00,11,7.9,5.9,10.7,,,,2004
2004-01-30 00:00:00,12,8.2,5.5,9.3,,,,2004
2004-01-30 00:00:00,13,8.2,5.2,8.9,,,,2004
2004-01-30 00:00:00,14,11.0,5.0,6.9,,,,2004
2004-01-30 00:00:00,15,8.1,4.9,9.4,,,,2004
2004-01-30 00:00:00,16,8.4,4.5,8.1,,,,2004
2004-01-30 00:00:00,17,7.4,4.4,7.2,,,,2004
2004-01-30 00:00:00,18,7.8,4.4,7.7,,,,2004
2004-01-30 00:00:00,19,7.0,4.2,7.4,,,,2004
2004-01-30 00:00:00,20,7.4,3.9,7.6,,,,2004
2004-01-30 00:00:00,21,7.7,4.1,9.3,,,,2004
2004-01-30 00:00:00,22,7.3,4.2,10.7,,,,2004
2004-01-30 00:00:00,23,8.0,3.9,13.3,,,,2004
2004-01-30 00:00:00,24,6.8,4.2,16.8,,,,2004
2004-01-31 00:00:00,1,6.8,4.2,10.9,,,,2004
2004-01-31 00:00:00,2,4.6,4.2,7.9,,,,2004
2004-01-31 00:00:00,3,3.7,4.3,9.7,,,,2004
2004-01-31 00:00:00,4,3.5,4.5,11.1,,,,2004
2004-01-31 00:00:00,5,3.4,4.2,11.7,,,,2004
2004-01-31 00:00:00,6,3.4,4.3,10.0,,,,2004
2004-01-31 00:00:00,7,3.4,4.2,5.9,,,,2004
2004-01-31 00:00:00,8,3.5,4.2,6.6,,,,2004
2004-01-31 00:00:00,9,4.3,4.4,6.2,,,,2004
2004-01-31 00:00:00,10,5.5,4.7,6.7,,,,2004
2004-01-31 00:00:00,11,6.9,8.1,14.2,,,,2004
2004-01-31 00:00:00,12,8.7,6.3,11.9,,,,2004
2004-01-31 00:00:00,13,7.8,5.6,13.8,,,,2004
2004-01-31 00:00:00,14,7.4,4.8,8.9,,,,2004
2004-01-31 00:00:00,15,10.3,4.4,7.6,,,,2004
2004-01-31 00:00:00,16,8.0,4.4,6.6,,,,2004
2004-01-31 00:00:00,17,6.3,4.3,5.3,,,,2004
2004-01-31 00:00:00,18,8.1,4.2,6.7,,,,2004
2004-01-31 00:00:00,19,8.9,4.2,9.1,,,,2004
2004-01-31 00:00:00,20,9.6,3.9,8.1,,,,2004
2004-01-31 00:00:00,21,8.4,4.5,5.5,,,,2004
2004-01-31 00:00:00,22,7.9,5.2,6.3,,,,2004
2004-01-31 00:00:00,23,7.6,4.1,6.2,,,,2004
2004-01-31 00:00:00,24,6.1,4.4,6.3,,,,2004
2004-02-01 00:00:00,1,4.8,4.2,6.3,,,,2004
2004-02-01 00:00:00,2,4.7,4.6,5.7,,,,2004
2004-02-01 00:00:00,3,4.2,4.2,6.3,,,,2004
2004-02-01 00:00:00,4,3.5,4.2,5.8,,,,2004
2004-02-01 00:00:00,5,2.6,4.3,5.6,,,,2004
2004-02-01 00:00:00,6,2.7,4.4,5.1,,,,2004
2004-02-01 00:00:00,7,2.7,4.5,4.4,,,,2004
2004-02-01 00:00:00,8,2.7,4.3,5.5,,,,2004
2004-02-01 00:00:00,9,3.7,4.4,5.3,,,,2004
2004-02-01 00:00:00,10,4.7,4.7,7.1,,,,2004
2004-02-01 00:00:00,11,5.5,4.3,6.9,,,,2004
2004-02-01 00:00:00,12,7.0,3.8,6.4,,,,2004
2004-02-01 00:00:00,13,8.4,5.0,5.3,,,,2004
2004-02-01 00:00:00,14,6.9,4.8,4.0,,,,2004
2004-02-01 00:00:00,15,6.3,4.9,5.1,,,,2004
2004-02-01 00:00:00,16,6.6,5.2,4.8,,,,2004
2004-02-01 00:00:00,17,6.2,5.1,4.5,,,,2004
2004-02-01 00:00:00,18,6.3,4.9,4.8,,,,2004
2004-02-01 00:00:00,19,7.2,4.6,5.1,,,,2004
2004-02-01 00:00:00,20,7.3,5.2,6.8,,,,2004
2004-02-01 00:00:00,21,8.9,4.5,6.3,,,,2004
2004-02-01 00:00:00,22,7.5,6.3,8.4,,,,2004
2004-02-01 00:00:00,23,6.5,4.5,10.5,,,,2004
2004-02-01 00:00:00,24,6.1,4.8,8.5,,,,2004
2004-02-02 00:00:00,1,4.6,4.3,6.2,,,,2004
2004-02-02 00:00:00,2,4.2,5.4,3.7,,,,2004
2004-02-02 00:00:00,3,3.1,4.3,5.9,,,,2004
2004-02-02 00:00:00,4,3.7,5.3,3.4,,,,2004
2004-02-02 00:00:00,5,3.5,5.1,4.0,,,,2004
2004-02-02 00:00:00,6,2.8,4.8,4.7,,,,2004
2004-02-02 00:00:00,7,3.3,5.0,4.5,,,,2004
2004-02-02 00:00:00,8,5.2,5.9,2.8,,,,2004
2004-02-02 00:00:00,9,5.2,4.5,4.5,,,,2004
2004-02-02 00:00:00,10,5.3,5.0,4.8,,,,2004
2004-02-02 00:00:00,11,6.4,5.1,4.8,,,,2004
2004-02-02 00:00:00,12,7.9,5.2,4.9,,,,2004
2004-02-02 00:00:00,13,9.0,5.9,7.4,,,,2004
2004-02-02 00:00:00,14,10.4,7.4,12.9,,,,2004
2004-02-02 00:00:00,15,8.3,5.2,7.2,,,,2004
2004-02-02 00:00:00,16,7.9,4.9,5.6,,,,2004
2004-02-02 00:00:00,17,7.8,5.0,5.2,,,,2004
2004-02-02 00:00:00,18,8.6,5.2,8.4,,,,2004
2004-02-02 00:00:00,19,8.5,4.9,11.2,,,,2004
2004-02-02 00:00:00,20,7.9,5.2,7.8,,,,2004
2004-02-02 00:00:00,21,9.0,5.1,9.4,,,,2004
2004-02-02 00:00:00,22,9.0,4.9,5.9,,,,2004
2004-02-02 00:00:00,23,7.3,5.1,4.3,,,,2004
2004-02-02 00:00:00,24,6.5,5.0,4.3,,,,2004
2004-02-03 00:00:00,1,4.4,5.2,4.3,,,,2004
2004-02-03 00:00:00,2,3.4,5.3,4.3,,,,2004
2004-02-03 00:00:00,3,3.7,5.3,4.1,,,,2004
2004-02-03 00:00:00,4,3.9,5.1,4.6,,,,2004
2004-02-03 00:00:00,5,2.4,4.7,3.3,,,,2004
2004-02-03 00:00:00,6,1.9,5.1,4.3,,,,2004
2004-02-03 00:00:00,7,2.7,5.2,4.2,,,,2004
2004-02-03 00:00:00,8,4.3,5.4,4.8,,,,2004
2004-02-03 00:00:00,9,4.1,6.0,4.4,,,,2004
2004-02-03 00:00:00,10,3.5,6.6,4.0,,,,2004
2004-02-03 00:00:00,11,4.4,6.2,6.8,,,,2004
2004-02-03 00:00:00,12,7.4,7.1,9.8,,,,2004
2004-02-03 00:00:00,13,10.1,6.9,7.9,,,,2004
2004-02-03 00:00:00,14,6.9,5.8,7.4,,,,2004
2004-02-03 00:00:00,15,5.0,5.6,7.7,,,,2004
2004-02-03 00:00:00,17,4.0,6.2,4.8,,,,2004
2004-02-03 00:00:00,18,3.3,6.1,5.5,,,,2004
2004-02-03 00:00:00,19,3.6,7.0,4.8,,,,2004
2004-02-03 00:00:00,20,6.0,6.0,5.0,,,,2004
2004-02-03 00:00:00,21,6.4,6.2,4.6,,,,2004
2004-02-03 00:00:00,22,5.5,5.7,4.6,,,,2004
2004-02-03 00:00:00,23,5.3,5.0,4.4,,,,2004
2004-02-03 00:00:00,24,3.5,5.8,5.8,,,,2004
2004-02-04 00:00:00,1,2.0,5.6,4.6,,,,2004
2004-02-04 00:00:00,2,1.2,5.4,5.3,,,,2004
2004-02-04 00:00:00,3,0.6,,,,,,2004
2004-02-04 00:00:00,4,0.3,,,,,,2004
2004-02-04 00:00:00,5,0.3,,,,,,2004
2004-02-04 00:00:00,6,0.2,,,,,,2004
2004-02-04 00:00:00,7,1.3,,,,,,2004
2004-02-04 00:00:00,8,2.0,,,,,,2004
2004-02-04 00:00:00,9,4.1,,,,,,2004
2004-02-04 00:00:00,11,6.1,,,,,,2004
2004-02-04 00:00:00,12,6.3,,,,,,2004
2004-02-05 00:00:00,13,7.7,,,,,,2004
2004-02-05 00:00:00,14,7.2,,,,,,2004
2004-02-05 00:00:00,15,7.4,,,,,,2004
2004-02-05 00:00:00,16,5.9,,,,,,2004
2004-02-05 00:00:00,17,6.2,,,,,,2004
2004-02-05 00:00:00,18,7.8,,,,,,2004
2004-02-05 00:00:00,19,9.0,,,,,,2004
2004-02-05 00:00:00,20,15.3,,,,,,2004
2004-02-05 00:00:00,21,9.1,,,,,,2004
2004-02-05 00:00:00,22,10.4,,,,,,2004
2004-02-05 00:00:00,23,8.1,,,,,,2004
2004-02-05 00:00:00,24,5.3,,,,,,2004
2004-02-06 00:00:00,1,4.0,,,,,,2004
2004-02-06 00:00:00,2,3.2,,,,,,2004
2004-02-06 00:00:00,3,2.0,,,,,,2004
2004-02-06 00:00:00,4,1.7,,,,,,2004
2004-02-06 00:00:00,5,1.6,,,,,,2004
2004-02-06 00:00:00,6,1.3,,,,,,2004
2004-02-06 00:00:00,7,3.2,,,,,,2004
2004-02-06 00:00:00,8,3.5,,,,,,2004
2004-02-06 00:00:00,9,5.2,,,,,,2004
2004-02-06 00:00:00,10,4.5,,,,,,2004
2004-02-06 00:00:00,11,5.7,,,,,,2004
2004-02-06 00:00:00,12,5.9,,,,,,2004
2004-02-06 00:00:00,13,4.4,,,,,,2004
2004-02-06 00:00:00,14,3.9,,,,,,2004
2004-02-06 00:00:00,15,3.3,,,,,,2004
2004-02-06 00:00:00,16,3.8,,,,,,2004
2004-02-06 00:00:00,17,2.4,,,,,,2004
2004-02-06 00:00:00,18,2.8,,,,,,2004
2004-02-06 00:00:00,19,3.0,,,,,,2004
2004-02-06 00:00:00,20,4.8,,,,,,2004
2004-02-06 00:00:00,21,5.8,,,,,,2004
2004-02-06 00:00:00,22,10.3,,,,,,2004
2004-02-06 00:00:00,23,10.1,,,,,,2004
2004-02-06 00:00:00,24,6.8,,,,,,2004
2004-02-07 00:00:00,1,3.8,,,,,,2004
2004-02-07 00:00:00,2,3.3,,,,,,2004
2004-02-07 00:00:00,3,1.8,,,,,,2004
2004-02-07 00:00:00,4,1.5,,,,,,2004
2004-02-07 00:00:00,5,0.5,,,,,,2004
2004-02-07 00:00:00,6,0.5,,,,,,2004
2004-02-07 00:00:00,7,0.1,,,,,,2004
2004-02-07 00:00:00,8,2.5,,,,,,2004
2004-02-07 00:00:00,9,3.0,,,,,,2004
2004-02-07 00:00:00,10,3.6,,,,,,2004
2004-02-09 00:00:00,11,16.5,,,,,,2004
2004-02-09 00:00:00,12,11.4,,,,,,2004
2004-02-09 00:00:00,13,10.7,,,,,,2004
2004-02-09 00:00:00,14,9.8,,,,,,2004
2004-02-09 00:00:00,15,9.1,,,,,,2004
2004-02-09 00:00:00,16,7.5,,,,,,2004
2004-02-09 00:00:00,17,6.7,,,,,,2004
2004-02-09 00:00:00,18,6.7,,,,,,2004
2004-02-09 00:00:00,19,8.1,,,,,,2004
2004-02-09 00:00:00,20,11.9,,,,,,2004
2004-02-09 00:00:00,21,14.1,,,,,,2004
2004-02-09 00:00:00,22,13.0,,,,,,2004
2004-02-09 00:00:00,23,12.9,,,,,,2004
2004-02-09 00:00:00,24,11.0,,,,,,2004
2004-02-10 00:00:00,1,9.7,,,,,,2004
2004-02-10 00:00:00,2,9.4,,,,,,2004
2004-02-10 00:00:00,3,9.4,,,,,,2004
2004-02-10 00:00:00,4,9.3,,,,,,2004
2004-02-10 00:00:00,5,9.5,,,,,,2004
2004-02-10 00:00:00,6,9.4,,,,,,2004
2004-02-10 00:00:00,7,9.9,,,,,,2004
2004-02-10 00:00:00,8,11.1,,,,,,2004
2004-02-10 00:00:00,9,13.1,,,,,,2004
2004-02-10 00:00:00,10,12.8,,,,,,2004
2004-02-10 00:00:00,11,16.7,,,,,,2004
2004-02-10 00:00:00,12,20.4,,,,,,2004
2004-02-10 00:00:00,13,19.8,,,,,,2004
2004-02-10 00:00:00,14,18.8,,,,,,2004
2004-02-10 00:00:00,15,17.1,,,,,,2004
2004-02-10 00:00:00,16,14.6,,,,,,2004
2004-02-11 00:00:00,12,20.6,,,,,,2004
2004-02-11 00:00:00,13,20.0,,,,,,2004
2004-02-11 00:00:00,14,19.8,,,,,,2004
2004-02-11 00:00:00,15,19.1,,,,,,2004
2004-02-11 00:00:00,16,15.5,,,,,,2004
2004-02-11 00:00:00,17,14.1,,,,,,2004
2004-02-11 00:00:00,18,15.3,,,,,,2004
2004-02-11 00:00:00,19,16.3,,,,,,2004
2004-02-11 00:00:00,20,18.5,,,,,,2004
2004-02-11 00:00:00,21,19.2,,,,,,2004
2004-02-11 00:00:00,22,17.7,,,,,,2004
2004-02-11 00:00:00,23,15.6,,,,,,2004
2004-02-11 00:00:00,24,13.9,,,,,,2004
2004-02-12 00:00:00,1,12.1,,,,,,2004
2004-02-12 00:00:00,2,11.3,,,,,,2004
2004-02-12 00:00:00,3,11.3,,,,,,2004
2004-02-12 00:00:00,4,10.3,,,,,,2004
2004-02-12 00:00:00,5,9.7,,,,,,2004
2004-02-12 00:00:00,6,9.3,,,,,,2004
2004-02-12 00:00:00,7,10.1,,,,,,2004
2004-02-12 00:00:00,8,11.3,,,,,,2004
2004-02-12 00:00:00,9,13.4,,,,,,2004
2004-02-12 00:00:00,10,12.6,,,,,,2004
2004-02-12 00:00:00,11,11.8,,,,,,2004
2004-02-12 00:00:00,12,12.9,,,,,,2004
2004-02-12 00:00:00,13,12.4,,,,,,2004
2004-02-12 00:00:00,14,12.8,,,,,,2004
2004-02-12 00:00:00,16,11.9,,,,,,2004
